source,frame,detect_id,type,score,x,y,w,h,point_00,point_00_x,point_00_y,point_01,point_01_x,point_01_y,point_02,point_02_x,point_02_y,point_03,point_03_x,point_03_y,point_04,point_04_x,point_04_y
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,11,0,FACE_0,0.9995110034942627,183.60870361328125,63.52912521362305,127.114501953125,179.84939575195312,point_00,216.73828125,131.44888305664062,point_01,277.13916015625,132.67259216308594,point_02,245.63168334960938,166.79043579101562,point_03,221.97442626953125,198.20921325683594,point_04,270.0048522949219,199.08258056640625
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,12,0,FACE_0,0.9995119571685791,183.589111328125,63.019142150878906,126.97369384765625,180.27890014648438,point_00,216.51663208007812,131.2000274658203,point_01,276.9342956542969,132.31454467773438,point_02,245.43492126464844,166.70120239257812,point_03,222.09085083007812,198.30746459960938,point_04,269.8078918457031,199.0897979736328
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,13,0,FACE_0,0.9995036125183105,183.3837890625,62.953460693359375,127.29254150390625,180.24583435058594,point_00,216.41287231445312,131.2874755859375,point_01,276.9734802246094,132.39427185058594,point_02,245.3970184326172,166.59561157226562,point_03,222.0049285888672,198.32785034179688,point_04,269.79815673828125,199.11077880859375
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,14,0,FACE_0,0.9995070695877075,183.36026000976562,62.89124298095703,127.35934448242188,180.32781982421875,point_00,216.33538818359375,131.31796264648438,point_01,276.9049072265625,132.4033966064453,point_02,245.2840576171875,166.6286163330078,point_03,221.95631408691406,198.3616943359375,point_04,269.7674560546875,199.12681579589844
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,15,0,FACE_0,0.9995129108428955,183.36683654785156,63.44490051269531,127.34584045410156,179.6477813720703,point_00,216.52207946777344,131.32095336914062,point_01,277.03778076171875,132.49673461914062,point_02,245.4860382080078,166.65261840820312,point_03,221.95565795898438,198.1495361328125,point_04,269.82977294921875,198.98355102539062
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,16,0,FACE_0,0.9994733929634094,183.28347778320312,61.983402252197266,127.20657348632812,181.19960021972656,point_00,216.08175659179688,130.96856689453125,point_01,276.8465270996094,132.12107849121094,point_02,245.08799743652344,166.60491943359375,point_03,221.6340789794922,198.0771026611328,point_04,269.81396484375,198.883056640625
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,17,0,FACE_0,0.9994693398475647,183.290283203125,62.236732482910156,126.98388671875,180.80392456054688,point_00,216.152587890625,130.92349243164062,point_01,276.697509765625,132.1015625,point_02,245.0858917236328,166.77247619628906,point_03,221.73721313476562,198.01718139648438,point_04,269.6145324707031,198.84378051757812
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,18,0,FACE_0,0.9994776844978333,183.09274291992188,62.01128387451172,127.15646362304688,180.744873046875,point_00,216.13385009765625,130.9742889404297,point_01,276.80560302734375,132.0324249267578,point_02,245.30886840820312,166.50106811523438,point_03,221.9075927734375,198.07781982421875,point_04,269.7171630859375,198.8120574951172
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,19,0,FACE_0,0.9994845390319824,182.96290588378906,62.540985107421875,127.40614318847656,180.19532775878906,point_00,216.11688232421875,130.9781494140625,point_01,276.8337097167969,131.76296997070312,point_02,245.50245666503906,165.90478515625,point_03,222.02027893066406,197.89434814453125,point_04,270.0583801269531,198.39053344726562
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,20,0,FACE_0,0.9994955062866211,183.23495483398438,62.310604095458984,127.29269409179688,180.48036193847656,point_00,216.30352783203125,130.94064331054688,point_01,277.09429931640625,131.80862426757812,point_02,245.7039337158203,166.05630493164062,point_03,222.22134399414062,197.98486328125,point_04,270.1536865234375,198.5526123046875
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,21,0,FACE_0,0.9995040893554688,183.47523498535156,62.43949890136719,127.21632385253906,180.38658142089844,point_00,216.2572021484375,131.2703857421875,point_01,277.0950927734375,132.02578735351562,point_02,245.53994750976562,166.02154541015625,point_03,222.2151336669922,198.15948486328125,point_04,270.2242736816406,198.63851928710938
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,22,0,FACE_0,0.9995100498199463,183.3628387451172,62.374969482421875,127.26847839355469,180.75106811523438,point_00,216.23046875,131.3863983154297,point_01,277.0514221191406,132.27578735351562,point_02,245.54507446289062,166.58348083496094,point_03,222.28610229492188,198.61172485351562,point_04,269.92822265625,199.20486450195312
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,23,0,FACE_0,0.9995046854019165,183.91249084472656,62.165950775146484,127.02281188964844,181.05319213867188,point_00,216.5081329345703,131.38905334472656,point_01,277.2560119628906,132.50352478027344,point_02,245.51519775390625,166.82400512695312,point_03,222.30838012695312,198.5830078125,point_04,269.918701171875,199.3730926513672
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,24,0,FACE_0,0.9995235204696655,183.95870971679688,63.323081970214844,127.16046142578125,180.19842529296875,point_00,216.63742065429688,131.74432373046875,point_01,277.1578674316406,132.7105712890625,point_02,245.5482177734375,166.60800170898438,point_03,222.30929565429688,198.63449096679688,point_04,270.1134338378906,199.2962646484375
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,25,0,FACE_0,0.9995166063308716,184.1771697998047,63.583011627197266,127.29225158691406,179.9539794921875,point_00,217.205322265625,132.04690551757812,point_01,277.9432067871094,133.44898986816406,point_02,246.15786743164062,166.91123962402344,point_03,222.26663208007812,198.56448364257812,point_04,270.3349609375,199.5889129638672
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,26,0,FACE_0,0.9995193481445312,184.2218017578125,63.77543258666992,127.41827392578125,179.8663787841797,point_00,217.27593994140625,132.23443603515625,point_01,278.1063232421875,133.64239501953125,point_02,246.26388549804688,166.92564392089844,point_03,222.26351928710938,198.58843994140625,point_04,270.50860595703125,199.61199951171875
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,27,0,FACE_0,0.999517560005188,184.29241943359375,63.660064697265625,127.20233154296875,179.9844970703125,point_00,217.23492431640625,132.2448272705078,point_01,277.6966857910156,133.91323852539062,point_02,245.73150634765625,167.38035583496094,point_03,222.05958557128906,198.72679138183594,point_04,269.76898193359375,199.985107421875
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,28,0,FACE_0,0.9995239973068237,184.24859619140625,64.25017547607422,126.36343383789062,179.75155639648438,point_00,217.35794067382812,131.96229553222656,point_01,277.46539306640625,133.51144409179688,point_02,246.05648803710938,167.85055541992188,point_03,222.18833923339844,198.62451171875,point_04,269.9922180175781,199.76239013671875
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,29,0,FACE_0,0.9995180368423462,183.89122009277344,64.65592956542969,126.54948425292969,179.38169860839844,point_00,217.02377319335938,132.00128173828125,point_01,277.07989501953125,133.58905029296875,point_02,245.56163024902344,167.32325744628906,point_03,221.859619140625,198.69186401367188,point_04,269.4017028808594,199.86898803710938
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,30,0,FACE_0,0.9995162487030029,183.8159637451172,64.85328674316406,126.67988586425781,178.9398651123047,point_00,216.54469299316406,132.37005615234375,point_01,276.53448486328125,133.6658477783203,point_02,244.88397216796875,167.1236572265625,point_03,221.64572143554688,198.7069091796875,point_04,269.2007141113281,199.6370391845703
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,31,0,FACE_0,0.9995218515396118,183.11680603027344,64.51909637451172,127.10038757324219,179.30429077148438,point_00,215.99673461914062,132.1580810546875,point_01,276.218505859375,133.0742950439453,point_02,244.80972290039062,167.32052612304688,point_03,221.80319213867188,199.1293182373047,point_04,269.0950927734375,199.73550415039062
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,32,0,FACE_0,0.9995403289794922,182.5718994140625,64.12957000732422,127.31790161132812,179.47607421875,point_00,215.26478576660156,132.01675415039062,point_01,275.8154296875,132.784912109375,point_02,244.21495056152344,166.99656677246094,point_03,221.10328674316406,198.7037353515625,point_04,269.151123046875,199.1679229736328
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,33,0,FACE_0,0.999548614025116,182.39300537109375,63.826202392578125,127.58468627929688,179.68531799316406,point_00,214.91339111328125,131.32228088378906,point_01,275.5061950683594,132.3217010498047,point_02,243.5207977294922,166.64016723632812,point_03,220.3181610107422,198.1572723388672,point_04,268.70111083984375,198.82728576660156
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,34,0,FACE_0,0.9995531439781189,181.9524688720703,63.73575973510742,127.22486877441406,179.2386474609375,point_00,214.52716064453125,130.926513671875,point_01,274.55828857421875,131.68507385253906,point_02,243.00755310058594,166.53892517089844,point_03,220.35244750976562,197.8587646484375,point_04,267.9921875,198.32749938964844
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,35,0,FACE_0,0.9995421171188354,181.45701599121094,63.15920639038086,127.37400817871094,179.71847534179688,point_00,213.9314727783203,130.29730224609375,point_01,274.0129089355469,131.09776306152344,point_02,242.30523681640625,166.48342895507812,point_03,219.82838439941406,197.708251953125,point_04,267.412109375,198.21714782714844
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,36,0,FACE_0,0.9995273351669312,180.7831573486328,63.076988220214844,127.80268859863281,179.674560546875,point_00,212.91946411132812,130.42471313476562,point_01,273.3554382324219,131.169189453125,point_02,241.2510528564453,166.28518676757812,point_03,219.01535034179688,197.72052001953125,point_04,266.7355651855469,198.15750122070312
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,37,0,FACE_0,0.9995061159133911,180.9338836669922,64.16194915771484,126.52412414550781,178.93472290039062,point_00,212.9821014404297,131.77455139160156,point_01,272.41644287109375,132.1420440673828,point_02,241.10089111328125,167.22372436523438,point_03,219.21124267578125,198.12750244140625,point_04,266.62249755859375,198.23834228515625
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,38,0,FACE_0,0.9995135068893433,180.54396057128906,64.29646301269531,127.09693908691406,179.49874877929688,point_00,212.69393920898438,132.18292236328125,point_01,272.1710510253906,132.5552520751953,point_02,240.75657653808594,167.99517822265625,point_03,218.92874145507812,198.61917114257812,point_04,266.3911437988281,198.74671936035156
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,39,0,FACE_0,0.9995412826538086,180.4600372314453,64.10720825195312,127.53800964355469,180.5983123779297,point_00,212.21856689453125,132.0435028076172,point_01,272.1163330078125,132.24020385742188,point_02,240.45095825195312,168.48191833496094,point_03,218.83566284179688,199.46827697753906,point_04,266.3014221191406,199.4620361328125
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,40,0,FACE_0,0.9995241165161133,180.327880859375,64.3646011352539,127.82888793945312,181.02261352539062,point_00,211.82211303710938,132.60777282714844,point_01,271.89019775390625,132.8429412841797,point_02,239.84396362304688,168.6215057373047,point_03,217.98272705078125,199.3937530517578,point_04,266.57403564453125,199.3700714111328
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,41,0,FACE_0,0.9995226860046387,180.17138671875,64.7840805053711,127.92691040039062,181.26113891601562,point_00,211.99435424804688,132.817626953125,point_01,272.1838073730469,133.08529663085938,point_02,240.2464141845703,169.20582580566406,point_03,218.09095764160156,199.8576202392578,point_04,266.8174133300781,199.848876953125
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,42,0,FACE_0,0.9995359182357788,180.33847045898438,64.82173919677734,127.55859375,182.61422729492188,point_00,211.97348022460938,133.5579071044922,point_01,272.2733459472656,134.49484252929688,point_02,239.8564910888672,170.41213989257812,point_03,216.90536499023438,200.64349365234375,point_04,267.1190185546875,201.33282470703125
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,43,0,FACE_0,0.9995348453521729,180.1748504638672,64.4504623413086,127.74931335449219,183.435791015625,point_00,211.93426513671875,133.09005737304688,point_01,272.2923278808594,133.91128540039062,point_02,240.00326538085938,170.51913452148438,point_03,217.27825927734375,201.05319213867188,point_04,267.0682373046875,201.64898681640625
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,44,0,FACE_0,0.9995278120040894,180.08792114257812,64.32872772216797,127.68795776367188,184.185791015625,point_00,211.8592071533203,132.4115753173828,point_01,272.2049865722656,133.2895050048828,point_02,239.9286346435547,169.7191162109375,point_03,217.23704528808594,201.0865936279297,point_04,266.76434326171875,201.73712158203125
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,45,0,FACE_0,0.9995278120040894,180.13394165039062,64.45236206054688,127.69686889648438,183.48802185058594,point_00,212.0755615234375,132.25192260742188,point_01,272.24456787109375,133.34423828125,point_02,239.95034790039062,169.68356323242188,point_03,217.24237060546875,200.7262420654297,point_04,266.5061950683594,201.56214904785156
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,46,0,FACE_0,0.9995377063751221,180.37429809570312,64.74371337890625,127.57659912109375,183.11886596679688,point_00,212.55059814453125,132.46231079101562,point_01,272.4615478515625,133.99789428710938,point_02,240.10418701171875,169.93118286132812,point_03,217.07635498046875,200.3902130126953,point_04,266.4169006347656,201.60562133789062
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,47,0,FACE_0,0.9995286464691162,180.50006103515625,64.86453247070312,127.3092041015625,183.38914489746094,point_00,213.047119140625,132.58334350585938,point_01,272.6933898925781,134.19345092773438,point_02,240.68228149414062,170.18539428710938,point_03,217.45973205566406,200.5110626220703,point_04,266.5728759765625,201.80108642578125
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,48,0,FACE_0,0.9995265007019043,180.70541381835938,64.64351654052734,127.27212524414062,183.66604614257812,point_00,213.3187713623047,132.59661865234375,point_01,273.0950927734375,134.49642944335938,point_02,240.8798370361328,170.68992614746094,point_03,217.17066955566406,200.24505615234375,point_04,267.0592041015625,201.77291870117188
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,49,0,FACE_0,0.9995542168617249,181.35716247558594,65.10618591308594,127.00837707519531,183.0965118408203,point_00,214.02108764648438,132.6275177001953,point_01,273.6752624511719,134.45062255859375,point_02,241.68763732910156,170.92611694335938,point_03,217.975341796875,200.07757568359375,point_04,267.8526306152344,201.52711486816406
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,50,0,FACE_0,0.9995704293251038,181.7988739013672,65.44782257080078,126.69905090332031,182.22280883789062,point_00,214.7156219482422,132.40003967285156,point_01,274.1172180175781,134.35902404785156,point_02,242.4207000732422,170.7611083984375,point_03,218.19842529296875,199.13873291015625,point_04,268.47021484375,200.69448852539062
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,51,0,FACE_0,0.999516487121582,182.27578735351562,65.2143783569336,126.9796142578125,181.13619995117188,point_00,215.32562255859375,131.69979858398438,point_01,274.99639892578125,133.50303649902344,point_02,243.1201171875,169.03977966308594,point_03,219.15463256835938,198.33685302734375,point_04,268.4568786621094,199.62393188476562
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,52,0,FACE_0,0.9995086193084717,183.0475616455078,63.68318176269531,126.46711730957031,182.87692260742188,point_00,215.78298950195312,131.2067108154297,point_01,275.27947998046875,132.92868041992188,point_02,243.5316619873047,169.04562377929688,point_03,219.89308166503906,198.37542724609375,point_04,268.81268310546875,199.61631774902344
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,53,0,FACE_0,0.9995157718658447,183.78721618652344,64.15888977050781,126.35331726074219,181.89630126953125,point_00,216.69654846191406,130.86038208007812,point_01,276.0974426269531,132.67474365234375,point_02,244.41506958007812,167.96969604492188,point_03,220.36634826660156,197.53109741210938,point_04,269.6706848144531,198.84664916992188
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,54,0,FACE_0,0.9995169639587402,183.8549346923828,63.989253997802734,126.20024108886719,181.79750061035156,point_00,217.3061981201172,130.21974182128906,point_01,276.8096923828125,132.286376953125,point_02,245.33087158203125,167.2752685546875,point_03,220.56814575195312,196.9087677001953,point_04,270.017822265625,198.44436645507812
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,55,0,FACE_0,0.999541163444519,184.6176300048828,63.41523742675781,126.00093078613281,181.41465759277344,point_00,217.96041870117188,129.4654083251953,point_01,277.498046875,132.08944702148438,point_02,245.59561157226562,166.78335571289062,point_03,220.37374877929688,195.674560546875,point_04,270.2791748046875,197.68167114257812
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,56,0,FACE_0,0.9995636343955994,184.8574676513672,63.776031494140625,126.08213806152344,180.3907012939453,point_00,218.30828857421875,128.98895263671875,point_01,277.56341552734375,131.8028564453125,point_02,245.59228515625,166.20816040039062,point_03,220.22073364257812,194.5896453857422,point_04,270.4312744140625,196.74411010742188
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,57,0,FACE_0,0.9995552897453308,185.1044921875,63.65810012817383,126.17715454101562,181.16024780273438,point_00,218.44114685058594,128.70108032226562,point_01,277.69134521484375,131.62979125976562,point_02,245.53460693359375,166.50563049316406,point_03,220.2699432373047,194.88233947753906,point_04,270.40777587890625,197.14837646484375
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,58,0,FACE_0,0.9995313882827759,185.00723266601562,63.418758392333984,126.26638793945312,183.34365844726562,point_00,218.39764404296875,128.78924560546875,point_01,277.79644775390625,131.2418212890625,point_02,245.9951171875,166.70571899414062,point_03,221.06201171875,196.3281707763672,point_04,270.6546325683594,198.1968231201172
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,59,0,FACE_0,0.9995369911193848,185.2873992919922,62.630611419677734,126.70448303222656,185.0189666748047,point_00,219.12612915039062,129.17398071289062,point_01,278.318359375,132.2772216796875,point_02,246.91859436035156,166.75869750976562,point_03,221.608154296875,196.89027404785156,point_04,271.37603759765625,199.48887634277344
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,60,0,FACE_0,0.9995217323303223,184.85183715820312,62.633262634277344,126.772216796875,183.8291015625,point_00,218.25851440429688,128.170654296875,point_01,277.998779296875,130.62789916992188,point_02,246.01686096191406,166.01365661621094,point_03,221.5362091064453,196.66455078125,point_04,270.0980224609375,198.57420349121094
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,61,0,FACE_0,0.9995222091674805,184.41868591308594,62.117008209228516,126.59556579589844,182.9072265625,point_00,218.07229614257812,128.0457763671875,point_01,277.70721435546875,130.4058837890625,point_02,246.11215209960938,166.18954467773438,point_03,221.7938690185547,196.27655029296875,point_04,269.6566162109375,198.1121826171875
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,62,0,FACE_0,0.99954754114151,183.8767547607422,62.216285705566406,126.91157531738281,182.56048583984375,point_00,217.57489013671875,127.85570526123047,point_01,277.4732666015625,130.13482666015625,point_02,245.79818725585938,166.66082763671875,point_03,220.75009155273438,195.37721252441406,point_04,270.38665771484375,197.09365844726562
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Easy/T002_ActionsShorter_mini_8829_9061_Talk-non-cell.mp4,63,0,FACE_0,0.9995494484901428,183.75973510742188,62.04896926879883,126.83218383789062,182.77102661132812,point_00,217.217041015625,127.68307495117188,point_01,277.0763244628906,130.39340209960938,point_02,244.88555908203125,166.91770935058594,point_03,219.74285888671875,195.09584045410156,point_04,269.83624267578125,197.18234252929688
